"Survey ID",Country,"Survey date",Age,Gender,State/Province,"Did you receive aid?","Did you need aid?","Aid type: Cash/vouchers","Aid type: Food","Aid type: Water/sanitation","Aid type: Shelter","Aid type: Medical","Aid type: Household items","Aid type: Children's Education","Aid type: Seeds/tools","Aid type: Protection","Aid provider: Local authorities","Aid provider: National NGO","Aid provider: International NGO","Aid provider: Red Cross/Crescent Society","Aid provider: UN agency","Aid provider: ICRC","Aid provider: Religious group","Aid provider: Military group","Aid provider: Local business","Aid provider: DONT KNOW","Did aid cover basic needs?","Difficulty receiving aid: Too far away","Difficulty receiving aid: Unsafe for people to reach","Difficulty receiving aid:  Local officials took it","Difficulty receiving aid: Military took it","No difficulty receiving aid","IDK if any difficulty","Does aid reach where it is needed most?","Main access obstacle: Unsafe for aidworkers","Main access obstacle: Poor roads","Main access obstacle:Government restrictions","Main access obstacle: Other military restrictions","Main access obstacle: Most affected areas not prioritized","No access obstacles","Aid provider type most able to reach people in need: government","Aid provider type most able to reach people in need: National NGOs","Aid provider type most able to reach people in need: INGOs","Aid provider type most able to reach people in need: Red Cross/Crescent","Aid provider type most able to reach people in need: UN agencies","Aid provider type most able to reach people in need: ICRC","Aid provider type most able to reach people in need: Religious groups","Aid provider type most able to reach people in need:  Military groups","Aid provider type most able to reach people in need:  Local businesses","IDK who's most able to reach people in need","Most present government provider","Most present government provider2","Most present INGO","Most present INGO2","Most present national NGO","Most present national NGO2","Most present UN aid provider","Most present UN aid provider2","To improve reach: Work through local businesses?","To  improve reach: Work with local [church/mosque]?","To improve reach: Work with the local authorities","To improve reach: Negotiate with armed groups","To improve reach: Consult more with our community","What would improve reach: Be more respectful of our customs","Other potential aid providers: Local businesses [vouchers]","Other potential aid providers: Local councils","Other potential aid providers: Government","Other potential aid providers: Military","Other potential aid providers: Religious group","Other potential aid providers: Truckingtransport company","Other potential aid providers: other ","Change in aid presence","Why is aid presence changing?"
UPS5336541158054242278,Palestine,"February 4-February 17, 2024",40,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Mostly yes",Yes,Yes,No,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,None,,None,,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Increased,"There are institutions that support families, but there is still a shortage of basic needs like cleaning materials, sanitary pads, and diapers."
UPS5340955775587267209,Palestine,"February 4-February 17, 2024",22,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,"Not at all",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,"Neutral/stayed the same",N/A
UPS5352066756784375189,Palestine,"February 4-February 17, 2024",40,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"Not at all",No,No,Yes,No,No,No,"Not at all",Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,"I don't know",,None,,"Palestine Red Crescent Society",None,None,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS-5371753957503974038,Palestine,"February 4-February 17, 2024",38,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,Yes,No,No,No,"Not at all",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,"Reduced a lot","Due to the theft of aids by those in charge. We do not know anyone reliable to ask about it. No one helps us, and we do not know where the aids go. They are mostly stolen."
UPS5385479944140305061,Palestine,"February 4-February 17, 2024",40,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,No,No,"Not at all",No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"State schools","I don't know","International Committee of the??Red Cross??(ICRC)","I don't know","Mohammed Dahlan","I don't know","I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"Reduced a lot","Because we are not recognized, and nobody comes to us, only the mosque comes to give people [aid]."
UPS-5394184992119560398,Palestine,"February 4-February 17, 2024",38,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Reduced a lot","They say that no aid is entering at all."
UPS-5396659470101241528,Palestine,"February 4-February 17, 2024",21,FEMALE,"RAFAH GOVERNORATE",NO,NO,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,"Not really",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-5445075811114605225,Palestine,"February 4-February 17, 2024",49,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not really",Yes,No,No,No,No,No,"Yes - very much",No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"I don't know",,None,,"I don't know",,UNRWA,UNDP,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Reduced a lot","Those who receive aid do not distribute it properly to the people... each one takes for themselves."
UPS5451709786748011838,Palestine,"February 4-February 17, 2024",18,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"Reduced a lot","I don't know"
UPS-5469719361234176785,Palestine,"February 4-February 17, 2024",43,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,"Not at all",No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,"DONT KNOW",N/A
UPS-5493279409206575973,Palestine,"February 4-February 17, 2024",35,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not really",No,No,Yes,No,No,No,"Not at all",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Reduced a lot","Focusing on certain people and acquaintances, many non-displaced people benefit more than the displaced, and she doesn't know because she doesn't see anything from them."
UPS-5603758020047479912,Palestine,"February 4-February 17, 2024",30,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"Mostly yes",Yes,Yes,No,No,No,No,"Not really",Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"International Committee of the??Red Cross??(ICRC)","I don't know","MA'AN Development Center","I don't know",UNRWA,WFP,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-5606019461081227910,Palestine,"February 4-February 17, 2024",40,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,Yes,Yes,No,No,"Not at all",No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Reduced,"Only through connections can it be obtained, and the thefts that occur are sold in the market at prices, and those in charge of it steal it and put it in warehouses. When asked about humanitarian aid, we do not have any aid, it is seized by armed groups, and people are shot to prevent them from taking it."
UPS-5657277478696407761,Palestine,"February 4-February 17, 2024",24,FEMALE,"KHAN YUNIS GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,"Not at all",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,None,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Reduced a lot","We moved to Al Mawasi currently, and there is neither a market nor aid, unlike Rafah where we were for a while, but at least there was a market there."
UPS5701985102023935097,Palestine,"February 4-February 17, 2024",62,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"Not really",Yes,Yes,No,No,No,No,"Yes - very much",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,None,,None,,"don't know",None,UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS5705039292075454731,Palestine,"February 4-February 17, 2024",53,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Not at all",No,Yes,No,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Increased,"Because the number of displaced people has increased by thousands."
UPS-5733038889078926212,Palestine,"February 4-February 17, 2024",47,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"Mostly yes",No,No,No,No,No,Yes,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS5733787192336534239,Palestine,"February 4-February 17, 2024",23,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Mostly yes",Yes,Yes,No,No,No,No,"Mostly yes",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"Development of Beit Lahia","I don't know",UNRWA,,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,"Neutral/stayed the same",N/A
UPS5745619997339085212,Palestine,"February 4-February 17, 2024",66,FEMALE,"RAFAH GOVERNORATE",NO,NO,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-5747906466782283699,Palestine,"February 4-February 17, 2024",40,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,No,No,No,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"Turkish Humanitarian Relief Foundation-iHH","I don't know","I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Reduced a lot","A lot of displaced people."
UPS5784737863086729815,Palestine,"February 4-February 17, 2024",20,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,"Not really",Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS5822927967103914836,Palestine,"February 4-February 17, 2024",33,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not at all",Yes,Yes,No,No,No,No,"Not at all",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Ministry of Social Development ","I don't know","I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Reduced,"Possibly because of the large number of people who have been displaced and the lack of aid due to theft or difficult routes."
UPS5838525460948990581,Palestine,"February 4-February 17, 2024",36,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"Mostly yes",No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,None,,"Human Appeal","I don't know","I don't know",,UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS-5843436597736482369,Palestine,"February 4-February 17, 2024",30,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Reduced a lot","Because the surplus used to be sold, and now the markets are empty, and the aid and markets have decreased."
UPS5857508309052406345,Palestine,"February 4-February 17, 2024",47,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,"Not at all",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"don't know","I don't know",UNRWA,UNFPA,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS5890183044311332797,Palestine,"February 4-February 17, 2024",52,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,"Not at all",No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,"I don't know",,"Save the Children","I don't know","I don't know",,"I don't know",,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Reduced,"Increase in the number of people, complicating the arrival of aid providers, leading to a reduction in aid."
UPS-5898039970536471655,Palestine,"February 4-February 17, 2024",29,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,"Not really",Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Reduced,"Due to the large number of displaced people in the area and the significant risk for us to access the aid stations, we have not seen any aid at all."
UPS5929498774148033292,Palestine,"February 4-February 17, 2024",36,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Mostly yes",No,No,No,No,No,Yes,"Mostly yes",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Palestinian Centre for Human Rights",None,"I don't know",,"I don't know",,UNRWA,WFP,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Increased,"They take our information at home and give us aid based on it."
UPS-5944787557203824869,Palestine,"February 4-February 17, 2024",38,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,No,Yes,No,No,No,"Not really",No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,"I don't know",,"Palestine Red Crescent Society","I don't know","Zakat Society","I don't know",UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS5951352509220521789,Palestine,"February 4-February 17, 2024",50,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,"Not at all",No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS-5993440317025417111,Palestine,"February 4-February 17, 2024",27,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not really",No,No,No,No,Yes,No,"DON'T KNOW",Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS6103106144954180097,Palestine,"February 4-February 17, 2024",61,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"DON'T KNOW",Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-6111785316610181067,Palestine,"February 4-February 17, 2024",30,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not at all",Yes,Yes,Yes,Yes,No,No,"Not at all",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Ministry of Social Development ","I don't know","I don't know",,"I don't know",,UNRWA,WFP,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,"DONT KNOW",N/A
UPS6136854498566403577,Palestine,"February 4-February 17, 2024",32,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not really",Yes,No,No,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Reduced a lot","Due to a significant increase in the number of displaced people."
UPS-6153393291439402719,Palestine,"February 4-February 17, 2024",33,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,"DONT KNOW",N/A
UPS6188140792048462813,Palestine,"February 4-February 17, 2024",39,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Not at all",No,No,Yes,No,No,No,"Not really",No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,None,,None,,None,,UNRWA,WFP,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,"Neutral/stayed the same",N/A
UPS-619035548529714258,Palestine,"February 4-February 17, 2024",22,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Mostly yes",No,No,Yes,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Qatar,,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Reduced,"It is believed that the residents of this region are in good condition."
UPS-6195825154594792244,Palestine,"February 4-February 17, 2024",38,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"DONT KNOW",N/A
UPS6206787940129653716,Palestine,"February 4-February 17, 2024",29,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,No,No,No,Yes,No,"Not really",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-6242920290965174521,Palestine,"February 4-February 17, 2024",21,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS6244257849799784946,Palestine,"February 4-February 17, 2024",30,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,Yes,No,No,No,"DON'T KNOW",No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Reduced a lot","Due to the large number of people."
UPS627293284994795568,Palestine,"February 4-February 17, 2024",35,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Mostly yes",Yes,No,No,No,No,No,"Not at all",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,CHF,"I don't know","I don't know",,UNICEF,,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS6345320956497893932,Palestine,"February 4-February 17, 2024",33,FEMALE,"GAZA GOVERNORATE",YES,YES,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not at all",Yes,Yes,No,No,No,No,"Not really",Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,None,,"Palestine Red Crescent Society",None,"Journalists Syndicate",None,UNRWA,,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Reduced,"Because I moved a lot and don't know many places in Gaza... We don't have health materials, but they didn't give us any. The area is far from the borders of the areas where aid is distributed."
UPS6357956884643294523,Palestine,"February 4-February 17, 2024",45,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Not at all",Yes,Yes,No,No,No,No,"Not at all",Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Ministry of Social Development ",None,"Red Crescent Society of the United Arab Emirates",None,None,,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-6385927760091839609,Palestine,"February 4-February 17, 2024",32,FEMALE,"RAFAH GOVERNORATE",YES,YES,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,"Not really",Yes,Yes,Yes,No,No,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Increased a lot","Due to the large number of residents."
UPS-6417097924406336933,Palestine,"February 4-February 17, 2024",32,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,"Not at all",No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Qatar,"Saudi Arabia","I don't know",,"Zakat Committee","I don't know",UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Reduced a lot","Due to the war situation and the aid providers moved to the south."
UPS-6439514614510124713,Palestine,"February 4-February 17, 2024",25,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not really",Yes,Yes,Yes,No,No,No,"Not really",No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS6452190832471723380,Palestine,"February 4-February 17, 2024",43,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,"Not at all",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-6457351626475988190,Palestine,"February 4-February 17, 2024",34,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not really",Yes,No,Yes,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-6513782589898471075,Palestine,"February 4-February 17, 2024",29,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,No,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Ministry of Social Development ",None,None,,"Zakat Society",None,None,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"DONT KNOW",N/A
UPS-6515073153708748010,Palestine,"February 4-February 17, 2024",39,FEMALE,"RAFAH GOVERNORATE",YES,YES,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,"Not really",Yes,Yes,Yes,Yes,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,"I don't know",,"International Committee of the??Red Cross??(ICRC)","I don't know","I don't know",,UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS6515501142483197604,Palestine,"February 4-February 17, 2024",46,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Yes - very much",No,No,No,No,No,Yes,"Mostly yes",No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,"I don't know",,"International Committee of the??Red Cross??(ICRC)","I don't know","I don't know",,UNRWA,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-6630151481148084950,Palestine,"February 4-February 17, 2024",32,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not at all",No,No,Yes,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None,,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,"DONT KNOW",N/A
